Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,database_cross_reference,has_exact_synonym,has_obo_format_version,has_related_synonym,has_synonym_type,http://data.bioontology.org/metadata/prefixIRI,http://neuromorpho.org/ontologies/1/vertebrateH.owl#hasHook,http://purl.obolibrary.org/obo/property_value,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#xref,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#topObjectProperty,http://www.w3.org/2004/02/skos/core#notation,rdf:type
http://neuromorpho.org/ontologies/1/reconstructionH.owl#NMOOt_534,Janelia Workstation-Large Volume Viewer,,,false,,,http://neuromorpho.org/ontologies/1/reconstructionH.owl#NMOOt_170,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Janelia Workstation-Large Volume Viewer,,,
http://purl.obolibrary.org/obo/NCBITaxon_34903,Trachemys scripta,slider turtle|red-eared slider turtle|dime-store turtle|pseudemys scripta|pseudomys scripta,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_34902,GC_ID:1,slider turtle|red-eared slider turtle|dime-store turtle,,pseudemys scripta|pseudomys scripta,,,,,NCBITaxon:34903,,http://www.w3.org/2002/07/owl#Class,Trachemys scripta,,NCBITaxon:34903,
http://purl.obolibrary.org/obo/NCBITaxon_447468,Hemilucilia flavifascies,"hemilucilia flavifacies engel, 1931",,false,,,http://purl.obolibrary.org/obo/NCBITaxon_416848,,,,"hemilucilia flavifacies engel, 1931",,,,has_rank NCBITaxon:species,NCBITaxon:447468,,http://www.w3.org/2002/07/owl#Class,Hemilucilia flavifascies,,NCBITaxon:447468,
http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_701,dorsal cluster,,,false,,,http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_357,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,dorsal cluster,,,
http://neuromorpho.org/ontologies/1/stainingH.owl#NMOOt_1120,"mcherry, immunostaining",,,false,,,http://neuromorpho.org/ontologies/1/stainingH.owl#NMOOt_118,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,"mcherry, immunostaining",,,
http://purl.obolibrary.org/obo/NCBITaxon_34676,Protophormia terraenovae,protophormia terrae-novae|phormia terranovae|phormia terraenovae,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_34675,,,,protophormia terrae-novae|phormia terranovae|phormia terraenovae,,,,has_rank NCBITaxon:species,NCBITaxon:34676,,http://www.w3.org/2002/07/owl#Class,Protophormia terraenovae,,NCBITaxon:34676,
http://purl.obolibrary.org/obo/RS_0000473,FXLE,,,false,,,http://purl.obolibrary.org/obo/RS_0000215,,,,,,,,,RS:0000473,,http://www.w3.org/2002/07/owl#Class,FXLE,,RS:0000473,
http://neuromorpho.org/ontologies/1/pyramidal3H.owl#NMOCt_335,pyramidal_dendritic shape,,pyramidal,false,,,http://www.w3.org/2002/07/owl#Thing|http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,pyramidal_dendritic shape,,,
http://purl.obolibrary.org/obo/NCBITaxon_9606,Homo sapiens,man|human,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_9605,NMODB:7.0_sp,man|human,,,,NCBITaxon:9606,,,NCBITaxon:9606,http://purl.obolibrary.org/obo/NMODB#_7.0_sp,http://www.w3.org/2002/07/owl#Class,Homo sapiens,,NCBITaxon:9606,
http://purl.obolibrary.org/obo/NCBITaxon_86974,Testudo,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_8487,,,,,,,,,NCBITaxon:86974,,http://www.w3.org/2002/07/owl#Class,Testudo,,NCBITaxon:86974,
http://purl.obolibrary.org/obo/NCBITaxon_30367,Salamandroidea,ambystomatoidea,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_8293,,,,ambystomatoidea,,,,,NCBITaxon:30367,,http://www.w3.org/2002/07/owl#Class,Salamandroidea,,NCBITaxon:30367,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_402,Basin-3,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Basin-3,,,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_395,A10l,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,A10l,,,
http://purl.obolibrary.org/obo/NCBITaxon_460529,Mesembrinella,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_54278,,,,,,,,has_rank NCBITaxon:genus,NCBITaxon:460529,,http://www.w3.org/2002/07/owl#Class,Mesembrinella,,NCBITaxon:460529,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_207,axonless,small axonless,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,,small axonless,,,,,,,,,http://www.w3.org/2002/07/owl#Class,axonless,,,
http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_840,Left Lobula Complex,,,false,,,http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_297,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Left Lobula Complex,,,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_679,Nonclassical transient On,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_338|http://neuromorpho.org/ontologies/1/ganglionH.owl#NMOCt_338,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Nonclassical transient On,,,
http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1052,Atoh1/nGFP,Atoh1/nGFP transgenic mice,,false,,,http://id.nlm.nih.gov/mesh/D008822,NMODB:3.87_sr,Atoh1/nGFP transgenic mice,,,,,,,NMOSp_1052,http://purl.obolibrary.org/obo/NMODB#_3.87_sr,http://www.w3.org/2002/07/owl#Class,Atoh1/nGFP,,NMOSp_1052,
http://purl.obolibrary.org/obo/NCBITaxon_451115,Sympetrum internum,"sympetrum internum montgomery, 1943",,false,,,http://purl.obolibrary.org/obo/NCBITaxon_6968,,,,"sympetrum internum montgomery, 1943",,,,has_rank NCBITaxon:species,NCBITaxon:451115,,http://www.w3.org/2002/07/owl#Class,Sympetrum internum,,NCBITaxon:451115,
http://purl.obolibrary.org/obo/NCBITaxon_333459,Orthetrum coerulescens,"libellula coerulescens|orthetrum coerulescens (fabricius, 1798)",,false,,,http://purl.obolibrary.org/obo/NCBITaxon_126255,,,,"libellula coerulescens|orthetrum coerulescens (fabricius, 1798)",,,,has_rank NCBITaxon:species,NCBITaxon:333459,,http://www.w3.org/2002/07/owl#Class,Orthetrum coerulescens,,NCBITaxon:333459,
http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1128,X98 SST (Jax 006340),,,false,,,http://id.nlm.nih.gov/mesh/D008822,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,X98 SST (Jax 006340),,,
http://purl.obolibrary.org/obo/RS_0001628,F344-Inpp4bTn(sb-T2/Bart3)2.232Mcwi,RGD ID: 2299142,,false,,,http://purl.obolibrary.org/obo/RS_0000215,,,,RGD ID: 2299142,,,,,RS:0001628,,http://www.w3.org/2002/07/owl#Class,F344-Inpp4bTn(sb-T2/Bart3)2.232Mcwi,,RS:0001628,
http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_1449,Igarashi,,,false,,,http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_297,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Igarashi,,,
http://purl.obolibrary.org/obo/NCBITaxon_33511,Deuterostomia,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_33316,GC_ID:1,,,,,,,,NCBITaxon:33511,,http://www.w3.org/2002/07/owl#Class,Deuterostomia,,NCBITaxon:33511,
http://purl.obolibrary.org/obo/NCBITaxon_150437,Panulirus longipes longipes,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_59761,,,,,,,,,NCBITaxon:150437,,http://www.w3.org/2002/07/owl#Class,Panulirus longipes longipes,,NCBITaxon:150437,
http://purl.obolibrary.org/obo/NCBITaxon_36962,Rhyparobia,leucophaea,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_76896,,,,leucophaea,,,,,NCBITaxon:36962,,http://www.w3.org/2002/07/owl#Class,Rhyparobia,,NCBITaxon:36962,
http://neuromorpho.org/ontologies/1/slicingdirectionH.owl#NMOOt_198,tangential,,,false,,,http://neuromorpho.org/ontologies/1/slicingdirectionH.owl#NMOOt_189,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,tangential,,,
http://purl.obolibrary.org/obo/NCBITaxon_186146,Dyscritomyia robusta,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_186145,,,,,,,,has_rank NCBITaxon:species,NCBITaxon:186146,,http://www.w3.org/2002/07/owl#Class,Dyscritomyia robusta,,NCBITaxon:186146,
http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_343,proximal antennal protocerebrum ,VP3,,false,,,http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_342,,VP3,,,,,,,,,http://www.w3.org/2002/07/owl#Class,proximal antennal protocerebrum ,,,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_507,Late withdrawal: 21 days post saline/saline,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_507,,,,,http://www.w3.org/2002/07/owl#Class,Late withdrawal: 21 days post saline/saline,,,
http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1333,Nos1-CreERT2,,,false,,,http://id.nlm.nih.gov/mesh/D008822,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Nos1-CreERT2,,,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_123,HICAP,inner molecular layer projecting,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,vertebrateH:dentate gyrus,inner molecular layer projecting,,,,,,,,,http://www.w3.org/2002/07/owl#Class,HICAP,,,
http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1095,Gad2-IRES-Cre,,,false,,,http://id.nlm.nih.gov/mesh/D008822,,,,,,,,,NMOSp_1095,,http://www.w3.org/2002/07/owl#Class,Gad2-IRES-Cre,,NMOSp_1095,
http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1106,Slc17a6-IRES-Cre,,,false,,,http://id.nlm.nih.gov/mesh/D008822,,,,,,,,,NMOSp_1106,,http://www.w3.org/2002/07/owl#Class,Slc17a6-IRES-Cre,,NMOSp_1106,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_1416,UAS-driven Atg6 RNAi expression,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_1416,,,,,http://www.w3.org/2002/07/owl#Class,UAS-driven Atg6 RNAi expression,,,
http://purl.obolibrary.org/obo/NCBITaxon_170908,Melinda viridicyanea,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_170907,,,,,,,,has_rank NCBITaxon:species,NCBITaxon:170908,,http://www.w3.org/2002/07/owl#Class,Melinda viridicyanea,,NCBITaxon:170908,
http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_113,prelimbic,,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_107,http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=1078|NMOSp:rodentia,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,prelimbic,,,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_260,R8,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,insectH:medulla,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,R8,,,
http://neuromorpho.org/ontologies/1/birthdayH.owl#NMOCt_364,day8-born,day8 Born,,false,,,http://neuromorpho.org/ontologies/1/birthdayH.owl#NMOCt_356,,day8 Born,,,,,,,,,http://www.w3.org/2002/07/owl#Class,day8-born,,,
http://purl.obolibrary.org/obo/NCBITaxon_8295,Ambystoma,big salamanders|mole salamanders,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_8294,,big salamanders|mole salamanders,,,,,,,NCBITaxon:8295,,http://www.w3.org/2002/07/owl#Class,Ambystoma,,NCBITaxon:8295,
http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_594,Zhao_Yuan,,,false,,,http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_297,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Zhao_Yuan,,,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_318,L5,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,insectH:medulla,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,L5,,,
http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1175,NMOSp_1175,,,false,,,http://id.nlm.nih.gov/mesh/D008822,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,,,,
http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_338,DeFelipe,,,false,,,http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_297,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,DeFelipe,,,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_234,Dm1,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,insectH:medulla,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Dm1,,,
http://purl.obolibrary.org/obo/NCBITaxon_577607,Triceratopyga,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_43912,,,,,,,,has_rank NCBITaxon:genus,NCBITaxon:577607,,http://www.w3.org/2002/07/owl#Class,Triceratopyga,,NCBITaxon:577607,
http://purl.obolibrary.org/obo/NCBITaxon_650624,Oplonaeschna,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_50509,,,,,,,,has_rank NCBITaxon:genus,NCBITaxon:650624,,http://www.w3.org/2002/07/owl#Class,Oplonaeschna,,NCBITaxon:650624,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_603,Fmr1 Knockout & Cocaine,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_603,,,,,http://www.w3.org/2002/07/owl#Class,Fmr1 Knockout & Cocaine,,,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_710,collar receptor neuron,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,circuitH:interneuron/sensory receptor,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,collar receptor neuron,,,
http://purl.obolibrary.org/obo/RS_0001973,F344.OLETF-(D7Mgh16-D7Mgh20)(D14Rat8-D14Rat26)/2Tj,Nidd1-10NS|NBRP Rat No: 0423|RGD ID: 2306030|F.O-Nidd1OFNidd10OF/2Tj,,false,,,http://purl.obolibrary.org/obo/RS_0000215,,,,Nidd1-10NS|NBRP Rat No: 0423|RGD ID: 2306030|F.O-Nidd1OFNidd10OF/2Tj,,,,,RS:0001973,,http://www.w3.org/2002/07/owl#Class,F344.OLETF-(D7Mgh16-D7Mgh20)(D14Rat8-D14Rat26)/2Tj,,RS:0001973,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_1380,Epilepsy,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_1380,,,,,http://www.w3.org/2002/07/owl#Class,Epilepsy,,,
http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1149,wdIs52,,,false,,,http://neuromorpho.org/ontologies/1/NMOSp.owl#NMOSp_1070,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,wdIs52,,,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_645,unciliated,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,circuitH:sensory receptor,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,unciliated,,,
http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_1472,Sreenath,,,false,,,http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_297,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Sreenath,,,
http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_146,CA3a,,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_144,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,CA3a,,,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_195,upright,,,false,,,http://neuromorpho.org/ontologies/1/pyramidal3H.owl#NMOCt_335|http://neuromorpho.org/ontologies/1/pyramidal1H.owl#NMOCt_335|http://neuromorpho.org/ontologies/1/pyramidal2H.owl#NMOCt_335|http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_335|http://neuromorpho.org/ontologies/1/pyramidalH.owl#NMOCt_335,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,upright,,,
http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_282,Inferior dorsofrontal protocerebrum,IDFP,,false,,,http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_275,,IDFP,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Inferior dorsofrontal protocerebrum,,,
http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_685,Wolf,,,false,,,http://neuromorpho.org/ontologies/1/archiveH.owl#NMOOt_297,,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,Wolf,,,
http://neuromorpho.org/ontologies/1/hiplayerH.owl#NMOBr_395,stratum oriens,,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_392|http://neuromorpho.org/ontologies/1/hiplayerH.owl#NMOBr_392,vertebrateH:CA1|http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=2939,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,stratum oriens,,,
http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_283,Disc1-L100P mutant,,,false,,,http://neuromorpho.org/ontologies/1/experimentconditionH.owl#NMOOt_201,,,,,,NMOOt_283,,,,,http://www.w3.org/2002/07/owl#Class,Disc1-L100P mutant,,,
http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_336,glomerulus VM3,,,false,,,http://neuromorpho.org/ontologies/1/insectH.owl#NMOBr_304,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00003948,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,glomerulus VM3,,,
http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_237,L2-L3,lamina II-III,,false,,,http://neuromorpho.org/ontologies/1/vertebrateH.owl#NMOBr_432,,lamina II-III,,,,,,,,,http://www.w3.org/2002/07/owl#Class,L2-L3,,,
http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_567,occipital projecting,,,false,,,http://neuromorpho.org/ontologies/1/morphologyH.owl#NMOCt_100,circuitH:principal cell,,,,,,,,,,http://www.w3.org/2002/07/owl#Class,occipital projecting,,,
